causa_acidente,data_inversa,mortos,ano
falta de atenção,2012-03-25,0,2012
defeito mecânico em veículo,2012-03-23,0,2012
falta de atenção,2012-03-23,0,2012
outras,2012-04-06,0,2012
velocidade incompatível,2012-04-08,0,2012
velocidade incompatível,2012-03-06,0,2012
falta de atenção,2012-04-01,0,2012
falta de atenção,2012-04-17,0,2012
desobediência à sinalização,2012-04-21,0,2012
falta de atenção,2012-04-29,0,2012
defeito na via,2012-05-04,0,2012
dormindo,2012-05-07,0,2012
falta de atenção,2012-05-11,0,2012
falta de atenção,2012-05-11,0,2012
ingestão de álcool,2012-05-12,0,2012
defeito mecânico em veículo,2012-05-15,0,2012
dormindo,2012-05-20,0,2012
falta de atenção,2012-05-23,0,2012
outras,2012-05-21,0,2012
outras,2012-05-19,0,2012
outras,2012-05-31,0,2012
não guardar distância de segurança,2012-06-01,0,2012
falta de atenção,2012-06-01,0,2012
falta de atenção,2012-06-05,0,2012
falta de atenção,2012-06-02,0,2012
falta de atenção,2012-04-13,0,2012
falta de atenção,2012-06-03,0,2012
outras,2012-06-10,0,2012
não guardar distância de segurança,2012-06-03,0,2012
falta de atenção,2012-06-16,0,2012
falta de atenção,2012-06-17,0,2012
falta de atenção,2012-06-17,0,2012
falta de atenção,2012-06-19,0,2012
outras,2012-06-25,0,2012
outras,2012-06-25,0,2012
outras,2012-06-17,0,2012
desobediência à sinalização,2012-06-30,0,2012
desobediência à sinalização,2012-07-01,0,2012
ingestão de álcool,2012-07-14,0,2012
falta de atenção,2012-07-22,0,2012
animais na pista,2012-07-22,0,2012
outras,2012-07-29,0,2012
não guardar distância de segurança,2012-07-29,0,2012
falta de atenção,2012-08-04,0,2012
falta de atenção,2012-08-04,0,2012
falta de atenção,2012-08-05,0,2012
falta de atenção,2012-08-04,0,2012
velocidade incompatível,2012-08-06,0,2012
velocidade incompatível,2012-08-02,0,2012
falta de atenção,2012-06-03,0,2012
falta de atenção,2012-09-07,0,2012
outras,2012-09-07,0,2012
não guardar distância de segurança,2012-09-09,0,2012
animais na pista,2012-09-06,0,2012
falta de atenção,2012-09-07,0,2012
desobediência à sinalização,2012-09-07,0,2012
outras,2012-09-16,0,2012
falta de atenção,2012-09-22,0,2012
falta de atenção,2012-09-24,0,2012
falta de atenção,2012-09-22,0,2012
defeito mecânico em veículo,2012-09-28,0,2012
outras,2012-09-29,0,2012
falta de atenção,2012-09-30,0,2012
velocidade incompatível,2012-10-05,0,2012
defeito mecânico em veículo,2012-10-07,0,2012
falta de atenção,2012-10-07,0,2012
ingestão de álcool,2012-10-07,0,2012
dormindo,2012-10-08,0,2012
defeito mecânico em veículo,2012-10-05,0,2012
outras,2012-10-10,0,2012
velocidade incompatível,2012-10-11,0,2012
outras,2012-10-12,0,2012
falta de atenção,2012-10-14,0,2012
falta de atenção,2012-10-14,0,2012
falta de atenção,2012-10-14,0,2012
outras,2012-10-20,0,2012
ingestão de álcool,2012-10-24,0,2012
velocidade incompatível,2012-10-27,0,2012
outras,2012-11-04,1,2012
falta de atenção,2012-11-01,0,2012
ingestão de álcool,2012-10-14,0,2012
falta de atenção,2012-11-05,0,2012
velocidade incompatível,2012-11-14,0,2012
ingestão de álcool,2012-11-17,0,2012
velocidade incompatível,2012-11-20,0,2012
falta de atenção,2012-11-20,0,2012
falta de atenção,2012-11-18,0,2012
falta de atenção,2012-12-02,0,2012
dormindo,2012-11-11,0,2012
ingestão de álcool,2012-11-18,0,2012
outras,2012-12-11,0,2012
dormindo,2012-12-06,0,2012
outras,2012-11-30,0,2012
ultrapassagem indevida,2012-12-14,0,2012
ultrapassagem indevida,2012-12-15,0,2012
não guardar distância de segurança,2012-12-14,0,2012
velocidade incompatível,2012-12-14,0,2012
não guardar distância de segurança,2012-07-07,0,2012
falta de atenção,2012-12-18,0,2012
falta de atenção,2012-12-27,0,2012
não guardar distância de segurança,2012-12-30,0,2012
velocidade incompatível,2012-12-30,0,2012
falta de atenção,2012-06-09,0,2012
outras,2013-01-01,0,2013
outras,2013-01-02,0,2013
dormindo,2013-01-10,0,2013
outras,2013-01-14,0,2013
velocidade incompatível,2013-01-20,0,2013
defeito mecânico em veículo,2013-01-18,0,2013
dormindo,2013-02-03,0,2013
velocidade incompatível,2013-02-06,0,2013
falta de atenção,2013-01-19,0,2013
outras,2013-02-09,0,2013
velocidade incompatível,2013-02-07,0,2013
outras,2013-02-09,0,2013
outras,2013-02-14,0,2013
falta de atenção,2013-02-10,0,2013
falta de atenção,2013-02-16,0,2013
defeito mecânico em veículo,2013-01-27,0,2013
falta de atenção,2013-02-12,0,2013
falta de atenção,2013-02-17,0,2013
ultrapassagem indevida,2013-02-17,0,2013
defeito mecânico em veículo,2013-02-24,0,2013
velocidade incompatível,2013-03-01,0,2013
ultrapassagem indevida,2013-03-03,0,2013
outras,2013-03-06,0,2013
outras,2013-03-10,0,2013
falta de atenção,2013-03-07,0,2013
outras,2013-03-14,3,2013
outras,2013-03-23,0,2013
ultrapassagem indevida,2013-04-05,0,2013
não guardar distância de segurança,2013-04-06,0,2013
velocidade incompatível,2013-04-08,0,2013
velocidade incompatível,2013-03-11,0,2013
falta de atenção,2013-04-12,0,2013
animais na pista,2013-04-13,0,2013
velocidade incompatível,2013-04-28,0,2013
falta de atenção,2013-05-02,0,2013
ultrapassagem indevida,2013-05-01,0,2013
defeito na via,2013-05-08,0,2013
falta de atenção,2013-05-11,0,2013
não guardar distância de segurança,2013-02-17,0,2013
falta de atenção,2013-05-30,0,2013
dormindo,2013-06-01,0,2013
outras,2013-05-30,0,2013
falta de atenção,2013-06-01,0,2013
falta de atenção,2013-06-02,0,2013
falta de atenção,2013-06-02,0,2013
não guardar distância de segurança,2013-06-02,0,2013
ingestão de álcool,2013-06-02,0,2013
não guardar distância de segurança,2013-05-30,0,2013
defeito mecânico em veículo,2013-06-02,0,2013
ingestão de álcool,2013-06-06,0,2013
falta de atenção,2013-06-09,0,2013
falta de atenção,2013-06-11,1,2013
falta de atenção,2013-06-12,0,2013
outras,2013-06-02,0,2013
falta de atenção,2013-06-21,0,2013
velocidade incompatível,2013-06-24,0,2013
não guardar distância de segurança,2013-06-23,0,2013
não guardar distância de segurança,2013-06-23,0,2013
falta de atenção,2013-06-28,0,2013
dormindo,2013-07-02,0,2013
outras,2013-06-01,0,2013
outras,2013-07-02,0,2013
outras,2013-06-17,0,2013
ultrapassagem indevida,2013-07-08,0,2013
defeito mecânico em veículo,2013-07-11,0,2013
ultrapassagem indevida,2013-07-13,0,2013
ultrapassagem indevida,2013-07-13,0,2013
falta de atenção,2013-07-15,0,2013
falta de atenção,2013-07-22,0,2013
ingestão de álcool,2013-07-27,0,2013
velocidade incompatível,2013-08-05,0,2013
falta de atenção,2013-08-04,0,2013
falta de atenção,2013-08-04,0,2013
falta de atenção,2013-08-10,0,2013
falta de atenção,2013-09-03,0,2013
falta de atenção,2013-09-02,0,2013
velocidade incompatível,2013-09-07,0,2013
falta de atenção,2013-09-08,1,2013
desobediência à sinalização,2013-08-03,0,2013
dormindo,2013-09-11,0,2013
velocidade incompatível,2013-09-14,0,2013
ultrapassagem indevida,2013-09-21,0,2013
ultrapassagem indevida,2013-09-27,0,2013
falta de atenção,2013-10-03,0,2013
falta de atenção,2013-10-06,0,2013
ultrapassagem indevida,2013-10-06,0,2013
dormindo,2013-10-09,0,2013
outras,2013-10-13,0,2013
velocidade incompatível,2013-10-18,0,2013
outras,2013-10-29,0,2013
falta de atenção,2013-10-28,0,2013
ultrapassagem indevida,2013-11-03,0,2013
não guardar distância de segurança,2013-11-03,0,2013
animais na pista,2013-11-05,0,2013
outras,2013-11-05,0,2013
outras,2013-11-08,0,2013
falta de atenção,2013-11-09,0,2013
velocidade incompatível,2013-11-16,0,2013
falta de atenção,2013-11-16,0,2013
defeito mecânico em veículo,2013-11-25,0,2013
outras,2013-11-27,0,2013
outras,2013-12-03,0,2013
falta de atenção,2013-12-07,0,2013
ultrapassagem indevida,2013-12-06,0,2013
velocidade incompatível,2013-11-30,0,2013
ingestão de álcool,2013-12-11,1,2013
falta de atenção,2013-12-11,0,2013
outras,2013-12-14,0,2013
falta de atenção,2013-12-15,0,2013
velocidade incompatível,2013-12-17,0,2013
velocidade incompatível,2013-12-21,0,2013
ingestão de álcool,2013-12-25,0,2013
velocidade incompatível,2013-12-25,0,2013
defeito mecânico em veículo,2013-12-25,0,2013
outras,2014-01-05,0,2014
defeito mecânico em veículo,2014-01-08,0,2014
outras,2014-01-09,0,2014
desobediência à sinalização,2014-01-18,0,2014
falta de atenção,2014-01-24,0,2014
dormindo,2014-01-24,0,2014
outras,2014-01-30,0,2014
ingestão de álcool,2014-02-01,0,2014
defeito mecânico em veículo,2014-02-08,0,2014
velocidade incompatível,2014-02-13,0,2014
dormindo,2014-02-20,0,2014
ingestão de álcool,2014-02-09,0,2014
ultrapassagem indevida,2014-03-02,2,2014
ultrapassagem indevida,2014-01-19,0,2014
falta de atenção,2014-02-24,0,2014
outras,2014-03-16,0,2014
defeito na via,2014-03-02,0,2014
velocidade incompatível,2014-03-22,1,2014
desobediência à sinalização,2014-03-26,0,2014
outras,2014-02-23,0,2014
falta de atenção,2014-03-29,0,2014
outras,2014-03-29,0,2014
desobediência à sinalização,2014-03-28,0,2014
falta de atenção,2014-04-03,0,2014
falta de atenção,2014-04-04,0,2014
defeito na via,2014-04-05,0,2014
não guardar distância de segurança,2014-04-18,0,2014
velocidade incompatível,2014-04-19,0,2014
defeito mecânico em veículo,2014-04-22,0,2014
velocidade incompatível,2014-05-04,0,2014
outras,2014-05-08,0,2014
falta de atenção,2014-05-08,0,2014
falta de atenção,2014-05-17,0,2014
defeito mecânico em veículo,2014-05-22,0,2014
velocidade incompatível,2014-05-30,0,2014
velocidade incompatível,2014-05-31,0,2014
velocidade incompatível,2014-06-01,0,2014
dormindo,2014-06-01,0,2014
defeito mecânico em veículo,2014-06-01,0,2014
outras,2014-06-04,0,2014
defeito na via,2014-06-03,0,2014
velocidade incompatível,2014-01-05,0,2014
velocidade incompatível,2014-06-05,0,2014
não guardar distância de segurança,2014-06-25,0,2014
ultrapassagem indevida,2014-04-11,0,2014
outras,2014-04-09,0,2014
dormindo,2014-07-14,0,2014
ingestão de álcool,2014-07-27,0,2014
ingestão de álcool,2014-07-26,0,2014
dormindo,2014-08-01,0,2014
velocidade incompatível,2014-08-07,0,2014
dormindo,2014-08-09,0,2014
falta de atenção,2014-08-13,0,2014
outras,2014-08-23,2,2014
ingestão de álcool,2014-08-24,0,2014
falta de atenção,2014-09-04,0,2014
outras,2014-09-02,1,2014
falta de atenção,2014-08-07,0,2014
falta de atenção,2014-09-06,0,2014
falta de atenção,2014-09-07,0,2014
falta de atenção,2014-09-15,0,2014
ultrapassagem indevida,2014-10-04,0,2014
velocidade incompatível,2014-10-02,1,2014
outras,2014-10-18,0,2014
outras,2014-10-20,0,2014
ultrapassagem indevida,2014-10-24,0,2014
outras,2014-10-28,0,2014
velocidade incompatível,2014-10-30,0,2014
defeito mecânico em veículo,2014-11-03,0,2014
outras,2014-11-04,0,2014
outras,2014-11-05,0,2014
outras,2014-11-09,0,2014
velocidade incompatível,2014-11-15,0,2014
defeito mecânico em veículo,2014-11-19,0,2014
não guardar distância de segurança,2014-11-20,0,2014
outras,2014-11-19,1,2014
outras,2014-12-01,0,2014
outras,2014-11-29,0,2014
velocidade incompatível,2014-12-14,0,2014
velocidade incompatível,2014-12-15,1,2014
defeito mecânico em veículo,2014-12-19,0,2014
ultrapassagem indevida,2014-12-21,0,2014
falta de atenção,2014-02-15,0,2014
velocidade incompatível,2014-10-14,0,2014
velocidade incompatível,2015-01-03,2,2015
defeito mecânico em veículo,2015-01-07,0,2015
velocidade incompatível,2015-01-21,0,2015
falta de atenção,2015-01-21,0,2015
outras,2015-01-17,0,2015
velocidade incompatível,2015-02-01,0,2015
ingestão de álcool,2015-02-03,0,2015
defeito na via,2015-01-05,0,2015
não guardar distância de segurança,2015-02-08,0,2015
ultrapassagem indevida,2015-02-11,0,2015
falta de atenção,2015-02-14,0,2015
não guardar distância de segurança,2015-03-06,0,2015
falta de atenção,2015-03-10,0,2015
não guardar distância de segurança,2015-03-30,0,2015
outras,2015-03-31,0,2015
falta de atenção,2015-04-18,0,2015
outras,2015-04-19,0,2015
defeito mecânico em veículo,2015-04-19,0,2015
não guardar distância de segurança,2015-04-19,0,2015
outras,2015-04-25,0,2015
outras,2015-05-09,0,2015
falta de atenção,2015-05-17,0,2015
falta de atenção,2015-05-25,0,2015
falta de atenção,2015-05-26,0,2015
falta de atenção,2015-06-04,0,2015
ultrapassagem indevida,2015-06-07,0,2015
falta de atenção,2015-06-05,0,2015
não guardar distância de segurança,2015-06-06,0,2015
velocidade incompatível,2015-06-05,0,2015
defeito mecânico em veículo,2015-06-14,1,2015
defeito mecânico em veículo,2015-06-25,1,2015
velocidade incompatível,2015-06-27,1,2015
animais na pista,2015-06-06,0,2015
falta de atenção,2015-07-26,0,2015
ultrapassagem indevida,2015-08-12,0,2015
ultrapassagem indevida,2015-08-19,0,2015
falta de atenção,2015-08-22,0,2015
dormindo,2015-08-25,0,2015
defeito mecânico em veículo,2015-09-07,0,2015
falta de atenção,2015-09-21,0,2015
ingestão de álcool,2015-09-19,0,2015
falta de atenção,2015-09-26,0,2015
falta de atenção,2015-09-24,0,2015
outras,2015-10-03,0,2015
não guardar distância de segurança,2015-10-12,0,2015
dormindo,2015-09-11,1,2015
defeito mecânico em veículo,2015-10-25,0,2015
ingestão de álcool,2015-10-25,0,2015
outras,2015-11-01,1,2015
dormindo,2015-11-07,0,2015
ultrapassagem indevida,2015-11-09,0,2015
ultrapassagem indevida,2015-11-10,0,2015
falta de atenção,2015-11-13,0,2015
ultrapassagem indevida,2015-11-22,0,2015
falta de atenção,2015-12-06,0,2015
defeito mecânico em veículo,2015-12-10,0,2015
outras,2015-12-12,1,2015
falta de atenção,2015-12-19,0,2015
outras,2015-12-21,0,2015
defeito na via,2015-12-23,0,2015
outras,2015-12-20,0,2015
outras,2016-01-13,0,2016
dormindo,2016-01-15,0,2016
outras,2016-01-16,0,2016
defeito na via,2016-01-17,0,2016
outras,2016-01-31,0,2016
outras,2016-03-02,0,2016
falta de atenção,2016-08-02,0,2016
ultrapassagem indevida,2016-12-02,0,2016
defeito mecânico em veículo,2016-02-20,0,2016
outras,2016-04-03,1,2016
outras,2016-03-25,0,2016
ingestão de álcool,2016-03-27,1,2016
falta de atenção,2016-07-04,0,2016
dormindo,2016-07-04,0,2016
ingestão de álcool,2016-10-04,0,2016
dormindo,2016-04-23,0,2016
falta de atenção,2016-05-25,0,2016
não guardar distância de segurança,2016-05-27,0,2016
outras,2016-03-06,0,2016
ultrapassagem indevida,2016-05-06,0,2016
não guardar distância de segurança,2016-06-19,0,2016
ingestão de álcool,2016-06-20,0,2016
defeito na via,2016-06-29,0,2016
defeito mecânico em veículo,2016-06-30,0,2016
falta de atenção,2016-06-30,0,2016
outras,2016-07-15,0,2016
desobediência à sinalização,2016-07-25,0,2016
outras,2016-07-29,0,2016
não guardar distância de segurança,2016-07-31,0,2016
falta de atenção,2016-07-31,0,2016
outras,2016-07-31,0,2016
não guardar distância de segurança,2016-07-08,0,2016
outras,2016-12-08,0,2016
defeito mecânico em veículo,2016-12-08,0,2016
falta de atenção,2016-08-19,0,2016
falta de atenção,2016-08-23,0,2016
não guardar distância de segurança,2016-08-21,0,2016
desobediência à sinalização,2016-05-08,0,2016
falta de atenção,2016-08-27,0,2016
outras,2016-08-27,1,2016
falta de atenção,2016-08-26,0,2016
outras,2016-08-31,1,2016
falta de atenção,2016-05-09,0,2016
falta de atenção,2016-07-09,0,2016
outras,2016-09-20,0,2016
outras,2016-09-25,0,2016
dormindo,2016-09-24,0,2016
falta de atenção,2016-04-10,0,2016
desobediência à sinalização,2016-07-10,0,2016
dormindo,2016-10-18,0,2016
defeito mecânico em veículo,2016-10-23,0,2016
falta de atenção,2016-10-25,0,2016
falta de atenção,2016-09-11,0,2016
falta de atenção,2016-11-13,1,2016
animais na pista,2016-12-13,0,2016
outras,2016-12-14,0,2016
não guardar distância de segurança,2016-12-26,0,2016
outras,2016-12-28,0,2016
falta de atenção à condução,2017-01-14,0,2017
pista escorregadia,2017-01-18,0,2017
deficiência ou não acionamento do sistema de iluminação/sinalização do veículo,2017-01-20,0,2017
sinalização da via insuficiente ou inadequada,2017-01-28,0,2017
objeto estático sobre o leito carroçável,2017-02-07,0,2017
ultrapassagem indevida,2017-02-09,0,2017
carga excessiva e/ou mal acondicionada,2017-03-02,0,2017
falta de atenção à condução,2017-03-31,0,2017
defeito mecânico no veículo,2017-04-15,0,2017
avarias e/ou desgaste excessivo no pneu,2017-04-18,0,2017
defeito mecânico no veículo,2017-04-19,0,2017
defeito na via,2017-04-20,0,2017
avarias e/ou desgaste excessivo no pneu,2017-04-22,0,2017
ingestão de álcool,2017-04-28,0,2017
pista escorregadia,2017-04-29,0,2017
velocidade incompatível,2017-04-30,0,2017
não guardar distância de segurança,2017-04-30,0,2017
velocidade incompatível,2017-05-12,0,2017
ultrapassagem indevida,2017-05-25,0,2017
avarias e/ou desgaste excessivo no pneu,2017-05-27,0,2017
falta de atenção à condução,2017-05-29,0,2017
velocidade incompatível,2017-06-13,0,2017
velocidade incompatível,2017-06-15,0,2017
ultrapassagem indevida,2017-06-30,0,2017
falta de atenção à condução,2017-07-01,0,2017
falta de atenção à condução,2017-07-06,0,2017
defeito mecânico no veículo,2017-07-09,0,2017
falta de atenção à condução,2017-07-24,0,2017
falta de atenção à condução,2017-07-28,0,2017
animais na pista,2017-08-28,0,2017
velocidade incompatível,2017-09-09,0,2017
ingestão de álcool,2017-09-08,0,2017
não guardar distância de segurança,2017-09-09,0,2017
defeito mecânico no veículo,2017-10-02,0,2017
falta de atenção à condução,2017-10-07,0,2017
carga excessiva e/ou mal acondicionada,2017-10-07,0,2017
defeito mecânico no veículo,2017-10-15,0,2017
defeito mecânico no veículo,2017-10-20,0,2017
não guardar distância de segurança,2017-10-26,0,2017
ultrapassagem indevida,2017-10-28,0,2017
falta de atenção à condução,2017-04-25,0,2017
restrição de visibilidade,2017-11-20,1,2017
ultrapassagem indevida,2017-11-24,1,2017
ultrapassagem indevida,2017-12-04,1,2017
condutor dormindo,2017-12-12,0,2017
falta de atenção à condução,2017-12-13,0,2017
falta de atenção à condução,2017-12-13,0,2017
falta de atenção à condução,2017-12-14,0,2017
animais na pista,2017-12-21,0,2017
falta de atenção à condução,2017-12-26,0,2017
ultrapassagem indevida,2018-01-04,0,2018
ultrapassagem indevida,2018-01-29,0,2018
ingestão de álcool,2018-02-11,0,2018
falta de atenção à condução,2018-02-12,0,2018
ingestão de álcool,2018-02-18,0,2018
animais na pista,2018-03-04,1,2018
pista escorregadia,2018-03-10,0,2018
desobediência às normas de trânsito pelo condutor,2018-03-10,0,2018
ingestão de álcool e/ou substâncias psicoativas pelo pedestre,2018-03-18,0,2018
desobediência às normas de trânsito pelo condutor,2018-03-22,0,2018
defeito mecânico no veículo,2018-03-21,0,2018
ingestão de álcool,2018-04-21,0,2018
ingestão de álcool,2018-04-22,1,2018
falta de atenção do pedestre,2018-04-22,1,2018
pista escorregadia,2018-04-24,0,2018
desobediência às normas de trânsito pelo condutor,2018-04-27,0,2018
objeto estático sobre o leito carroçável,2018-04-28,0,2018
desobediência às normas de trânsito pelo condutor,2018-05-09,1,2018
fenômenos da natureza,2018-05-10,0,2018
condutor dormindo,2018-05-14,0,2018
animais na pista,2018-05-20,0,2018
desobediência às normas de trânsito pelo condutor,2018-05-17,0,2018
falta de atenção à condução,2018-05-18,0,2018
falta de atenção à condução,2018-06-08,0,2018
objeto estático sobre o leito carroçável,2018-06-10,0,2018
falta de atenção à condução,2018-06-15,0,2018
desobediência às normas de trânsito pelo condutor,2018-04-03,0,2018
defeito na via,2018-06-23,0,2018
falta de atenção à condução,2018-06-25,0,2018
ingestão de álcool e/ou substâncias psicoativas pelo pedestre,2018-06-30,0,2018
fenômenos da natureza,2018-07-01,0,2018
falta de atenção à condução,2018-07-01,0,2018
pista escorregadia,2018-07-07,0,2018
falta de atenção do pedestre,2018-01-28,1,2018
defeito na via,2018-07-22,0,2018
falta de atenção à condução,2018-07-24,1,2018
não guardar distância de segurança,2018-07-25,0,2018
avarias e/ou desgaste excessivo no pneu,2018-07-28,0,2018
ingestão de álcool,2018-08-10,0,2018
falta de atenção à condução,2018-08-11,0,2018
falta de atenção à condução,2018-08-12,0,2018
falta de atenção à condução,2018-08-18,0,2018
falta de atenção à condução,2018-08-29,0,2018
falta de atenção do pedestre,2018-08-29,0,2018
falta de atenção à condução,2018-09-01,0,2018
desobediência às normas de trânsito pelo condutor,2018-09-02,0,2018
desobediência às normas de trânsito pelo condutor,2018-09-11,0,2018
falta de atenção à condução,2018-09-21,0,2018
condutor dormindo,2018-10-18,0,2018
defeito na via,2018-10-26,0,2018
defeito na via,2018-10-26,0,2018
falta de atenção à condução,2018-10-28,0,2018
defeito mecânico no veículo,2018-11-11,0,2018
falta de atenção à condução,2018-11-29,0,2018
defeito mecânico no veículo,2018-12-04,0,2018
falta de atenção à condução,2018-11-18,0,2018
falta de atenção à condução,2018-12-22,0,2018
ingestão de álcool,2019-01-01,0,2019
falta de atenção do pedestre,2019-01-16,1,2019
falta de atenção à condução,2019-01-17,0,2019
falta de atenção à condução,2019-01-27,0,2019
falta de atenção à condução,2019-02-28,0,2019
fenômenos da natureza,2019-03-14,0,2019
falta de atenção à condução,2019-04-02,0,2019
falta de atenção do pedestre,2019-02-27,0,2019
falta de atenção à condução,2019-04-09,0,2019
falta de atenção do pedestre,2019-04-19,1,2019
falta de atenção à condução,2019-04-30,0,2019
falta de atenção à condução,2019-05-06,0,2019
falta de atenção à condução,2019-05-08,0,2019
falta de atenção à condução,2019-06-01,0,2019
falta de atenção à condução,2019-06-02,0,2019
pista escorregadia,2019-03-05,0,2019
desobediência às normas de trânsito pelo condutor,2019-06-30,0,2019
desobediência às normas de trânsito pelo pedestre,2019-07-01,1,2019
falta de atenção à condução,2019-07-02,0,2019
condutor dormindo,2019-07-06,0,2019
falta de atenção à condução,2019-07-19,0,2019
defeito mecânico no veículo,2019-07-27,0,2019
desobediência às normas de trânsito pelo pedestre,2019-08-04,1,2019
desobediência às normas de trânsito pelo condutor,2019-08-10,1,2019
fenômenos da natureza,2019-09-03,0,2019
ingestão de álcool,2019-09-22,0,2019
falta de atenção à condução,2019-09-30,0,2019
velocidade incompatível,2019-10-12,0,2019
ingestão de álcool,2019-10-20,0,2019
avarias e/ou desgaste excessivo no pneu,2019-10-29,0,2019
desobediência às normas de trânsito pelo condutor,2019-11-01,0,2019
falta de atenção à condução,2019-11-08,2,2019
desobediência às normas de trânsito pelo condutor,2019-11-09,0,2019
avarias e/ou desgaste excessivo no pneu,2019-11-13,0,2019
defeito mecânico no veículo,2019-11-18,0,2019
desobediência às normas de trânsito pelo condutor,2019-12-06,0,2019
condutor dormindo,2019-02-24,0,2019
pista escorregadia,2019-12-17,0,2019
agressão externa,2019-12-18,0,2019
defeito mecânico no veículo,2019-12-20,0,2019
restrição de visibilidade,2019-12-29,1,2019
defeito mecânico no veículo,2020-01-05,0,2020
falta de atenção à condução,2020-01-15,1,2020
falta de atenção à condução,2020-02-04,0,2020
desobediência às normas de trânsito pelo condutor,2020-02-02,0,2020
ingestão de álcool,2020-02-23,0,2020
ingestão de álcool,2020-03-15,0,2020
condutor dormindo,2020-03-17,0,2020
ingestão de álcool,2020-03-15,0,2020
condutor dormindo,2020-03-09,0,2020
ingestão de álcool,2020-03-28,0,2020
ingestão de álcool,2020-04-04,0,2020
falta de atenção do pedestre,2020-04-02,0,2020
ingestão de álcool e/ou substâncias psicoativas pelo pedestre,2020-04-17,0,2020
defeito mecânico no veículo,2020-04-29,0,2020
falta de atenção à condução,2020-04-21,0,2020
falta de atenção do pedestre,2020-05-25,0,2020
animais na pista,2020-05-26,0,2020
condutor dormindo,2020-06-04,0,2020
ingestão de álcool,2020-06-07,0,2020
restrição de visibilidade,2020-07-02,1,2020
não guardar distância de segurança,2020-07-11,0,2020
falta de atenção à condução,2020-07-12,0,2020
falta de atenção à condução,2020-07-25,0,2020
condutor dormindo,2020-07-31,0,2020
ingestão de álcool,2020-08-09,0,2020
desobediência às normas de trânsito pelo condutor,2020-08-18,0,2020
não guardar distância de segurança,2020-08-16,0,2020
defeito mecânico no veículo,2020-08-21,0,2020
falta de atenção à condução,2020-08-29,0,2020
falta de atenção à condução,2020-08-29,0,2020
restrição de visibilidade,2020-09-05,0,2020
não guardar distância de segurança,2020-09-06,0,2020
falta de atenção à condução,2020-09-13,0,2020
falta de atenção à condução,2020-09-22,0,2020
defeito mecânico no veículo,2020-10-08,0,2020
objeto estático sobre o leito carroçável,2020-10-09,0,2020
falta de atenção à condução,2020-10-12,0,2020
defeito mecânico no veículo,2020-10-28,0,2020
ingestão de álcool,2020-10-31,0,2020
falta de atenção do pedestre,2020-11-15,0,2020
desobediência às normas de trânsito pelo condutor,2020-11-19,0,2020
desobediência às normas de trânsito pelo condutor,2020-11-27,0,2020
ingestão de álcool,2020-11-28,0,2020
falta de atenção à condução,2020-12-07,0,2020
defeito na via,2020-12-08,0,2020
falta de atenção à condução,2020-12-09,1,2020
falta de atenção à condução,2020-12-21,0,2020
defeito na via,2020-12-23,0,2020
